nama,harga,diskon,terjual,kota,url_produk
Flash Sale Promotion! !! Samsung Galaxy A07 Lte 8/256Gb,"Rp1,200,000",,,Kota Jakarta Barat,https://www.lazada.co.id/products/pdp-i8745214882.html
Smartphone Android Galaxy A14 Ram 6/128 Gb 1 Year Warranty Sealed and New,"Rp1,299,000",35%,,Kota Jakarta Barat,https://www.lazada.co.id/products/pdp-i8816926959.html
[PROMO] SAMSUNG GALAXY A13 - 4GB/128GB - RESMI TERMURAH - [BISA COD],"Rp1,149,000",36%,38,Kab. Madiun,https://www.lazada.co.id/products/pdp-i7177920117.html
"Samsung Galaxy A55 5g official warranty store-Navy, 8/256GB","Rp4,500,000",2%,59,Kota Jakarta Selatan,https://www.lazada.co.id/products/pdp-i8292844119.html
samsung,"Rp150,000",,,Kota Medan,https://www.lazada.co.id/products/pdp-i8114068812.html
"Samsung Galaxy A07 8+8/256Gb Helio G99 | 6.7\\\"" Pls Lcd |   90Hz Refresh Rate |   Ip54","Rp2,299,000",,,Kab. Demak,https://www.lazada.co.id/products/pdp-i8806756448.html
SAMSUNG GALAXY A13 - 6gb/128gb  - RESMI TERMURAH - [BISA COD],"Rp1,249,000",38%,11,Kab. Madiun,https://www.lazada.co.id/products/pdp-i7388268946.html
Samsung Galaxy A33 5g Ram 8/256 Gb Warranty - Promo,"Rp2,190,000",,15,Kota Jakarta Selatan,https://www.lazada.co.id/products/pdp-i7167998062.html
SAMSUNG A55 BARU SEGEL,"Rp5,500,000",,,Kota Surakarta (Solo),https://www.lazada.co.id/products/pdp-i8306494600.html
Samsung Galaxy A16 8/128 GB - Gray,"Rp2,372,680",21%,,Kota Surabaya,https://www.lazada.co.id/products/pdp-i8677906306.html
"Samsung A03S Machine, Ram 4/64, Machine Starts up Without a Pattern.","Rp375,000",,,Kota Bandung,https://www.lazada.co.id/products/pdp-i8756316948.html
Samsung a12 Ram 6/128 mulus masih ori gransi resmi Indonesia,"Rp1,225,000",,,Kab. Bogor,https://www.lazada.co.id/products/pdp-i7435874873.html
